id,label,plane,tier,language,framework,primary_cwe,variant,acceptable_cwes,owasp_2021,severity,file,start_line,end_line,alt_locations,flow,sanitizer,obfuscation,build_required,source
c-403bfa13,vulnerable,vuln,1,java,,CWE-77,argument-injection,CWE-77;CWE-88;CWE-78,A03,high,tier1/java/403bfa13/Runner.java,8,8,tier1/java/403bfa13/Cli.java:4:4,inter-file,none,none,false,generated
c-40ea4ff9,safe,vuln,1,javascript,express,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/javascript/40ea4ff9/fetcher.js,8,8,tier1/javascript/40ea4ff9/route.js:3:3,inter-file,custom-effective,none,false,generated
c-41216cfc,safe,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/fixed-sources/xuxueli__xxl-job_CVE-2020-29204_2.2.0/xxl-job-admin/src/main/java/com/xxl/job/admin/controller/JobGroupController.java,62,101,,unknown,custom-effective,unknown,false,cve
c-418521bb,safe,vuln,1,csharp,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/csharp/418521bb/Report.cs,20,20,,inter-file,custom-effective,collection,false,hand-authored
c-41f543ba,safe,vuln,1,java,,CWE-77,argument-injection,CWE-77;CWE-88;CWE-78,A03,high,tier1/java/41f543ba/Runner.java,12,12,tier1/java/41f543ba/Cli.java:4:4,inter-file,custom-effective,none,false,generated
c-42daa598,vulnerable,vuln,1,javascript,express,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/javascript/42daa598/runner.js,5,5,tier1/javascript/42daa598/route.js:3:3,inter-file,none,none,false,generated
c-46cd05b2,vulnerable,vuln,1,csharp,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/csharp/46cd05b2/Report.cs,8,8,tier1/csharp/46cd05b2/Cli.cs:7:7,inter-file,none,none,false,hand-authored
c-46ed6489,vulnerable,vuln,1,typescript,nestjs,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/typescript/46ed6489/store.ts,5,5,tier1/typescript/46ed6489/route.ts:3:3,inter-file,none,none,false,generated
c-472ab654,safe,vuln,1,java,,CWE-502,objectinputstream,CWE-502,A08,high,tier1/java/472ab654/Runner.java,8,8,tier1/java/472ab654/Cli.java:4:4,inter-file,custom-effective,none,true,generated
c-47a6e983,safe,vuln,1,python,flask,CWE-22,single-pass-filter,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/python/47a6e983/reader.py,10,10,tier1/python/47a6e983/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-48fcb735,safe,vuln,1,java,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/java/48fcb735/Runner.java,8,8,tier1/java/48fcb735/Cli.java:4:4,inter-file,framework-implicit,none,true,generated
c-49a60ef3,safe,vuln,1,typescript,nestjs,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/typescript/49a60ef3/runner.ts,5,5,tier1/typescript/49a60ef3/route.ts:3:3,inter-file,framework-implicit,none,false,generated
c-4b90942d,vulnerable,vuln,1,go,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/go/4b90942d/settings.go,3,3,tier1/go/4b90942d/handler.go:3:3,inter-file,none,none,false,generated
c-4c2633d6,vulnerable,vuln,1,go,net/http,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/go/4c2633d6/runner.go,9,9,tier1/go/4c2633d6/handler.go:3:3,inter-file,none,none,false,generated
c-4c8c8a0c,safe,vuln,1,php,,CWE-22,unvalidated-concat,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/php/4c8c8a0c/work.php,8,8,tier1/php/4c8c8a0c/handler.php:5:5,inter-file,custom-effective,none,false,generated
c-4cf95309,safe,vuln,1,go,,CWE-502,yaml-untrusted,CWE-502;CWE-915,A08,high,tier1/go/4cf95309/load.go,11,11,tier1/go/4cf95309/handler.go:3:3,inter-file,custom-effective,none,false,generated
c-4e458ad6,safe,vuln,1,java,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/java/4e458ad6/Report.java,8,8,,inter-file,custom-effective,reflection,false,hand-authored
c-4f943b85,safe,vuln,1,csharp,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/csharp/4f943b85/Report.cs,5,5,,inter-file,custom-effective,aliasing,false,hand-authored
c-501108c4,vulnerable,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/project-sources/jenkinsci__script-security-plugin_CVE-2023-24422_1228.vd93135a_2fb_25/src/main/java/org/jenkinsci/plugins/scriptsecurity/sandbox/groovy/SandboxInterceptor.java,170,181,,unknown,unknown,unknown,true,cve
c-524f9d16,vulnerable,vuln,1,python,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/python/524f9d16/work.py,10,10,tier1/python/524f9d16/cli.py:7:7,inter-file,none,collection,false,hand-authored
c-52cbd699,vulnerable,vuln,1,c,,CWE-121,stack-format-copy,CWE-121;CWE-120;CWE-787,A03,high,tier1/c/52cbd699/work.c,7,7,tier1/c/52cbd699/main.c:4:4,inter-file,none,none,false,generated
c-52dbef2e,vulnerable,vuln,1,rust,,CWE-89,format-string,CWE-89;CWE-943;CWE-564,A03,high,tier1/rust/52dbef2e/work.rs,2,2,tier1/rust/52dbef2e/main.rs:3:3,inter-file,none,none,false,generated
c-53553891,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/square__retrofit_CVE-2018-1000850_2.4.0/retrofit/src/main/java/retrofit2/RequestBuilder.java,105,117,,unknown,custom-effective,unknown,false,cve
c-53649992,vulnerable,vuln,1,javascript,express,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/javascript/53649992/store.js,5,5,tier1/javascript/53649992/route.js:3:3,inter-file,none,none,false,generated
c-5467e8fa,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/spring-cloud__spring-cloud-config_CVE-2020-5410_2.1.8.RELEASE/spring-cloud-config-server/src/main/java/org/springframework/cloud/config/server/resource/GenericResourceRepository.java,54,88,,unknown,custom-effective,unknown,false,cve
c-54c9eea1,vulnerable,vuln,1,go,,CWE-77,argument-injection,CWE-77;CWE-88;CWE-78,A03,high,tier1/go/54c9eea1/runner.go,8,8,tier1/go/54c9eea1/handler.go:3:3,inter-file,none,none,false,generated
c-557ba5cb,safe,vuln,1,kotlin,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/kotlin/557ba5cb/Work.kt,12,12,tier1/kotlin/557ba5cb/Cli.kt:3:3,inter-file,custom-effective,none,false,generated
c-558efdf4,vulnerable,vuln,1,go,net/http,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/go/558efdf4/reader.go,12,12,tier1/go/558efdf4/handler.go:3:3,inter-file,none,none,false,generated
c-564f357c,safe,vuln,1,c,,CWE-125,unchecked-index-read,CWE-125;CWE-126;CWE-127,A03,high,tier1/c/564f357c/work.c,9,9,tier1/c/564f357c/main.c:5:5,inter-file,custom-effective,none,false,generated
c-56d000c0,vulnerable,vuln,1,rust,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/rust/56d000c0/work.rs,5,5,tier1/rust/56d000c0/main.rs:3:3,inter-file,none,none,false,generated
c-57617afb,safe,vuln,1,c,,CWE-190,allocation-size-overflow,CWE-190;CWE-680;CWE-131,A03,high,tier1/c/57617afb/work.c,9,9,tier1/c/57617afb/main.c:5:5,inter-file,custom-effective,none,false,generated
c-585bca91,safe,vuln,1,cpp,,CWE-22,unvalidated-concat,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/cpp/585bca91/work.cpp,9,9,tier1/cpp/585bca91/main.cpp:4:4,inter-file,custom-effective,none,false,generated
c-5893bc8f,safe,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/fixed-sources/apache__jspwiki_CVE-2019-10077_2.11.0.M3/jspwiki-main/src/main/java/org/apache/wiki/parser/JSPWikiMarkupParser.java,1189,1400,,unknown,custom-effective,unknown,false,cve
c-58d90b06,vulnerable,vuln,1,ruby,rails,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/ruby/58d90b06/runner.rb,3,3,tier1/ruby/58d90b06/handler.rb:3:3,inter-file,none,none,false,generated
c-58dc2139,vulnerable,vuln,3,java,,CWE-94,unknown,CWE-94;CWE-95;CWE-96;CWE-78;CWE-470,,high,tier3/project-sources/apache__struts_CVE-2020-17530_2.5.25/core/src/main/java/com/opensymphony/xwork2/interceptor/StaticParametersInterceptor.java,227,247,tier3/project-sources/apache__struts_CVE-2020-17530_2.5.25/core/src/main/java/org/apache/struts2/dispatcher/HttpParameters.java:187:199,unknown,unknown,unknown,true,cve
c-59c92a04,safe,sca,1,java,,CWE-1395,vulnerable-version,CWE-1395;CWE-937;CWE-1104,A06,critical,tier1/java/59c92a04/pom.xml,10,10,,intra-procedural,custom-effective,none,false,generated
c-5be4dc32,safe,vuln,1,python,flask,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/5be4dc32/store.py,7,7,tier1/python/5be4dc32/handler.py:4:4,inter-file,framework-implicit,none,false,generated
c-5c2ecc56,safe,vuln,1,php,laravel,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/php/5c2ecc56/store.php,7,7,tier1/php/5c2ecc56/handler.php:5:5,inter-file,framework-implicit,none,false,generated
c-5e33dbc3,vulnerable,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/project-sources/square__retrofit_CVE-2018-1000850_2.4.0/retrofit/src/main/java/retrofit2/RequestBuilder.java,89,95,tier3/project-sources/square__retrofit_CVE-2018-1000850_2.4.0/retrofit/src/main/java/retrofit2/RequestBuilder.java:97:114;tier3/project-sources/square__retrofit_CVE-2018-1000850_2.4.0/retrofit/src/main/java/retrofit2/RequestBuilder.java:30:253,unknown,unknown,unknown,true,cve
c-5e3bc44a,vulnerable,vuln,1,javascript,express,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/javascript/5e3bc44a/fetcher.js,2,2,tier1/javascript/5e3bc44a/route.js:3:3,inter-file,none,none,false,generated
c-5ec1d0f4,vulnerable,vuln,1,typescript,,CWE-502,prototype-pollution,CWE-502;CWE-915,A08,high,tier1/typescript/5ec1d0f4/work.ts,5,5,tier1/typescript/5ec1d0f4/route.ts:3:3,inter-file,none,none,false,generated
c-5f69b855,vulnerable,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/project-sources/apache__jspwiki_CVE-2019-10089_2.11.0.M4/jspwiki-main/src/main/java/org/apache/wiki/render/WysiwygEditingRenderer.java,159,179,,unknown,unknown,unknown,true,cve
c-61bb41fd,safe,vuln,1,c,,CWE-476,unchecked-allocation,CWE-476;CWE-690,A03,high,tier1/c/61bb41fd/work.c,7,7,tier1/c/61bb41fd/main.c:4:4,inter-file,custom-effective,none,false,generated
c-61c5d622,safe,vuln,1,python,flask,CWE-770,unbounded-allocation,CWE-770;CWE-400;CWE-789,A04,high,tier1/python/61c5d622/intake.py,5,5,tier1/python/61c5d622/handler.py:4:4,inter-file,custom-effective,none,false,generated
c-624ffa58,vulnerable,vuln,1,java,spring-security,CWE-863,wrong-role-checked,CWE-863;CWE-862;CWE-285;CWE-284,A01,high,tier1/java/624ffa58/BillingController.java,13,13,tier1/java/624ffa58/BillingController.java:13:13,framework-mediated,none,none,false,generated
c-62b40922,safe,vuln,1,go,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/go/62b40922/work.go,26,26,,inter-file,custom-effective,container-field,false,hand-authored
c-6392e688,safe,vuln,1,csharp,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/csharp/6392e688/Report.cs,13,13,,inter-file,custom-effective,callback,false,hand-authored
c-63b24836,vulnerable,vuln,1,java,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/63b24836/Report.java,9,9,tier1/java/63b24836/Cli.java:3:3,inter-file,none,aliasing,false,hand-authored
c-642ce512,vulnerable,vuln,1,c,,CWE-78,system-call,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/c/642ce512/runner.c,8,8,tier1/c/642ce512/main.c:3:3,inter-file,none,none,false,generated
c-6452ffae,vulnerable,vuln,1,csharp,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/csharp/6452ffae/Report.cs,10,10,tier1/csharp/6452ffae/Cli.cs:7:7,inter-file,none,aliasing,false,hand-authored
c-64b0a280,safe,secret,1,python,,CWE-798,connection-string,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/64b0a280/db.py,3,3,,intra-procedural,custom-effective,none,false,generated
c-6519cd57,safe,vuln,1,swift,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/swift/6519cd57/Work.swift,8,8,tier1/swift/6519cd57/main.swift:4:4,inter-file,custom-effective,none,false,generated
c-6522933e,vulnerable,vuln,1,php,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/php/6522933e/work.php,4,4,tier1/php/6522933e/handler.php:5:5,inter-file,none,none,false,generated
c-6572f5e0,safe,vuln,1,java,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/java/6572f5e0/Report.java,10,10,,inter-file,custom-effective,strong-update,false,hand-authored
c-662bf3c7,vulnerable,vuln,1,python,flask,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/python/662bf3c7/fetcher.py,5,5,tier1/python/662bf3c7/handler.py:4:4,inter-file,none,none,false,generated
c-6713f28b,safe,vuln,1,csharp,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/csharp/6713f28b/Work.cs,16,16,tier1/csharp/6713f28b/Controller.cs:5:5,inter-file,custom-effective,none,false,generated
c-671ad047,vulnerable,vuln,1,kotlin,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/kotlin/671ad047/Work.kt,6,6,tier1/kotlin/671ad047/Cli.kt:3:3,inter-file,none,none,false,generated
c-67a412e1,safe,vuln,1,cpp,,CWE-120,unbounded-copy,CWE-120;CWE-787;CWE-121;CWE-676,A03,high,tier1/cpp/67a412e1/work.cpp,7,7,tier1/cpp/67a412e1/main.cpp:4:4,inter-file,custom-effective,none,false,generated
c-69613b65,safe,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/fixed-sources/x-stream__xstream_CVE-2021-21345_1.4.15/xstream/src/java/com/thoughtworks/xstream/XStream.java,644,668,,unknown,custom-effective,unknown,false,cve
c-69be86d2,vulnerable,vuln,1,go,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/go/69be86d2/work.go,11,11,tier1/go/69be86d2/main.go:11:11,inter-file,none,callback,false,hand-authored
c-6a299eeb,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/asf__tapestry-5_CVE-2019-0207_5.4.4/tapestry-ioc/src/main/java/org/apache/tapestry5/ioc/internal/util/AbstractResource.java,93,146,,unknown,custom-effective,unknown,false,cve
c-6d0ca177,vulnerable,vuln,3,java,,CWE-79,unknown,CWE-79;CWE-80;CWE-83;CWE-116,,high,tier3/project-sources/nahsra__antisamy_CVE-2022-28367_1.6.5/src/main/java/org/owasp/validator/html/scan/AntiSamyDOMScanner.java,403,447,,unknown,unknown,unknown,true,cve
c-6d2a90fb,safe,vuln,1,java,,CWE-327,in-markdown,CWE-327;CWE-328;CWE-326,A02,medium,tier1/java/3b8ea4c7/CHANGELOG.md,5,7,,intra-procedural,none,none,false,hand-authored
c-6de2dc65,safe,vuln,1,python,flask,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/python/6de2dc65/runner.py,6,6,tier1/python/6de2dc65/handler.py:4:4,inter-file,framework-implicit,none,false,generated
c-6e54c991,vulnerable,vuln,1,python,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/python/6e54c991/tokens.py,5,5,,intra-procedural,none,none,false,generated
c-71a09815,safe,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/fixed-sources/apache__activemq_CVE-2014-3576_5.10.1/activemq-broker/src/main/java/org/apache/activemq/broker/TransportConnection.java,1536,1538,,unknown,custom-effective,unknown,false,cve
c-72baa1a6,vulnerable,vuln,1,java,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/java/72baa1a6/Runner.java,8,8,tier1/java/72baa1a6/Cli.java:4:4,inter-file,none,none,true,generated
c-72c0e515,safe,secret,1,python,,CWE-798,vcs-token,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/72c0e515/ci.py,3,3,,intra-procedural,custom-effective,none,false,generated
c-7317aade,safe,vuln,3,java,,CWE-94,unknown,CWE-94;CWE-95;CWE-96;CWE-78;CWE-470,,high,tier3/fixed-sources/apache__struts_CVE-2020-17530_2.5.25/core/src/main/java/com/opensymphony/xwork2/interceptor/StaticParametersInterceptor.java,227,239,,unknown,custom-effective,unknown,false,cve
c-74bcaa21,safe,vuln,1,ruby,rails,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/ruby/74bcaa21/runner.rb,2,2,tier1/ruby/74bcaa21/handler.rb:3:3,inter-file,framework-implicit,none,false,generated
c-74dd8cfb,vulnerable,vuln,1,go,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/go/74dd8cfb/work.go,7,7,tier1/go/74dd8cfb/main.go:11:11,inter-file,none,aliasing,false,hand-authored
c-777cc3ed,safe,vuln,1,rust,,CWE-89,format-string,CWE-89;CWE-943;CWE-564,A03,high,tier1/rust/777cc3ed/work.rs,2,2,tier1/rust/777cc3ed/main.rs:3:3,inter-file,custom-effective,none,false,generated
c-780321bf,vulnerable,vuln,1,kotlin,,CWE-327,weak-hash,CWE-327;CWE-328;CWE-326,A02,high,tier1/kotlin/780321bf/Work.kt,6,6,tier1/kotlin/780321bf/Cli.kt:3:3,inter-file,none,none,false,generated
c-784d4367,safe,secret,1,python,,CWE-798,signing-key-literal,CWE-798;CWE-259;CWE-321,A07,high,tier1/python/784d4367/assets.py,2,2,,intra-procedural,custom-effective,none,false,generated
c-7ac41d90,vulnerable,vuln,1,java,,CWE-89,prepared-but-concatenated,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/7ac41d90/src/main/java/ledger/EntryRepository.java,16,18,tier1/java/7ac41d90/src/main/java/ledger/Cli.java:8:9,inter-file,ineffective,none,true,hand-authored
c-7ae5d392,safe,vuln,1,javascript,express,CWE-89,concat-statement,CWE-89;CWE-943;CWE-564,A03,high,tier1/javascript/7ae5d392/store.js,5,5,tier1/javascript/7ae5d392/route.js:3:3,inter-file,framework-implicit,none,false,generated
c-7b7dde7f,safe,vuln,1,csharp,aspnet,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/csharp/7b7dde7f/Runner.cs,13,13,tier1/csharp/7b7dde7f/Controller.cs:5:5,inter-file,framework-implicit,none,false,generated
c-7bdd0c47,vulnerable,vuln,1,swift,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/swift/7bdd0c47/Work.swift,7,7,tier1/swift/7bdd0c47/main.swift:4:4,inter-file,none,none,false,generated
c-7daa07b8,vulnerable,vuln,1,csharp,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/csharp/7daa07b8/Work.cs,11,11,tier1/csharp/7daa07b8/Controller.cs:5:5,inter-file,none,none,false,generated
c-7dcaf5e1,vulnerable,vuln,1,cpp,,CWE-416,dangling-reference,CWE-416;CWE-825;CWE-672,A03,high,tier1/cpp/7dcaf5e1/work.cpp,11,11,tier1/cpp/7dcaf5e1/main.cpp:4:4,inter-file,none,none,false,generated
c-7e49aca7,safe,vuln,1,java,,CWE-611,default-factory,CWE-611;CWE-827;CWE-776,A05,high,tier1/java/7e49aca7/Parser.java,15,15,,intra-procedural,custom-effective,none,false,generated
c-7f3eece7,vulnerable,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/project-sources/apache__activemq_CVE-2014-3576_5.10.1/activemq-broker/src/main/java/org/apache/activemq/broker/TransportConnection.java,1536,1542,,unknown,unknown,unknown,true,cve
c-7fec2f9a,vulnerable,vuln,1,python,flask,CWE-79,unescaped-output,CWE-79;CWE-80,A03,high,tier1/python/7fec2f9a/page.py,2,2,tier1/python/7fec2f9a/handler.py:4:4,inter-file,none,none,false,generated
c-80bd4191,vulnerable,vuln,1,python,flask,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/python/80bd4191/runner.py,6,6,tier1/python/80bd4191/handler.py:4:4,inter-file,none,none,false,generated
c-813252f0,vulnerable,vuln,1,typescript,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/typescript/813252f0/work.ts,7,7,tier1/typescript/813252f0/route.ts:3:3,inter-file,none,none,false,generated
c-81338f5f,vulnerable,vuln,1,typescript,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/typescript/81338f5f/work.ts,2,2,tier1/typescript/81338f5f/route.ts:3:3,inter-file,none,none,false,generated
c-8217a8dd,vulnerable,vuln,1,python,flask,CWE-434,blocklist-extension,CWE-434;CWE-646;CWE-73,A04,high,tier1/python/8217a8dd/storage.py,12,12,tier1/python/8217a8dd/handler.py:4:4,inter-file,none,none,false,generated
c-82b7e3aa,vulnerable,vuln,1,java,,CWE-327,weak-cipher-mode,CWE-327;CWE-328;CWE-326,A02,high,tier1/java/82b7e3aa/Sealer.java,8,8,,intra-procedural,none,none,false,generated
c-83bcb360,vulnerable,vuln,1,go,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/go/83bcb360/work.go,7,7,tier1/go/83bcb360/main.go:11:11,inter-file,none,none,false,hand-authored
c-840d6339,safe,vuln,3,java,,CWE-22,unknown,CWE-22;CWE-23;CWE-35;CWE-36;CWE-73,,high,tier3/fixed-sources/vert-x3__vertx-web_CVE-2018-12542_3.5.3.CR1/vertx-web/src/main/java/io/vertx/ext/web/handler/impl/StaticHandlerImpl.java,132,168,,unknown,custom-effective,unknown,false,cve
c-84a8d97d,vulnerable,vuln,1,javascript,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/javascript/84a8d97d/work.js,11,11,tier1/javascript/84a8d97d/cli.js:3:3,inter-file,none,collection,false,hand-authored
c-855e9d0e,safe,vuln,1,typescript,,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/typescript/855e9d0e/work.ts,11,11,tier1/typescript/855e9d0e/route.ts:3:3,inter-file,custom-effective,none,false,generated
c-8797c174,safe,vuln,1,rust,,CWE-918,unvalidated-url,CWE-918,A10,high,tier1/rust/8797c174/work.rs,14,14,tier1/rust/8797c174/main.rs:3:3,inter-file,custom-effective,none,false,generated
c-8898aa6a,vulnerable,vuln,1,csharp,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/csharp/8898aa6a/Report.cs,10,10,tier1/csharp/8898aa6a/Cli.cs:7:7,inter-file,none,reflection,false,hand-authored
c-89532d79,safe,vuln,1,kotlin,,CWE-78,shell-string,CWE-78;CWE-77;CWE-88;CWE-94,A03,high,tier1/kotlin/89532d79/Runner.kt,4,4,tier1/kotlin/89532d79/Cli.kt:3:3,inter-file,framework-implicit,none,false,generated
c-8a641868,vulnerable,vuln,1,rust,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/rust/8a641868/work.rs,1,1,tier1/rust/8a641868/main.rs:3:3,inter-file,none,none,false,generated
c-8bbae14e,safe,vuln,1,rust,,CWE-798,literal-in-source,CWE-798;CWE-259;CWE-321,A07,high,tier1/rust/8bbae14e/work.rs,2,2,tier1/rust/8bbae14e/main.rs:3:3,inter-file,custom-effective,none,false,generated
c-8c729dd5,safe,vuln,1,java,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/java/8c729dd5/Report.java,3,3,,inter-file,custom-effective,aliasing,false,hand-authored
c-8e1d8622,safe,vuln,3,java,,CWE-78,unknown,CWE-78;CWE-77;CWE-88;CWE-94,,high,tier3/fixed-sources/jenkinsci__script-security-plugin_CVE-2023-24422_1228.vd93135a_2fb_25/src/main/java/org/jenkinsci/plugins/scriptsecurity/sandbox/groovy/SandboxInterceptor.java,171,200,,unknown,custom-effective,unknown,false,cve
c-8e2d4686,vulnerable,vuln,3,java,,CWE-94,unknown,CWE-94;CWE-95;CWE-96;CWE-78;CWE-470,,high,tier3/project-sources/asf__nifi_CVE-2023-36542_1.22.0/nifi-nar-bundles/nifi-jms-bundle/nifi-jms-processors/src/main/java/org/apache/nifi/jms/cf/JMSConnectionFactoryProvider.java,76,78,,unknown,unknown,unknown,true,cve
c-8e6ee098,safe,secret,1,python,,CWE-798,pem-private-key,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/8e6ee098/transport.py,1,1,,intra-procedural,custom-effective,none,false,generated
c-8e908e37,safe,vuln,1,python,,CWE-89,,CWE-89;CWE-943;CWE-564,A03,high,tier1/python/8e908e37/work.py,7,7,,inter-file,custom-effective,callback,false,hand-authored
c-8f3d24c0,vulnerable,vuln,1,go,net/http,CWE-89,format-string,CWE-89;CWE-943;CWE-564,A03,high,tier1/go/8f3d24c0/store.go,13,13,tier1/go/8f3d24c0/handler.go:3:3,inter-file,none,none,false,generated
c-8f58f9a1,vulnerable,vuln,1,java,,CWE-611,default-factory,CWE-611;CWE-827;CWE-776,A05,high,tier1/java/8f58f9a1/Parser.java,10,10,,intra-procedural,none,none,false,generated
c-8fc4121f,safe,vuln,1,javascript,,CWE-22,,CWE-22;CWE-23;CWE-36,A01,high,tier1/javascript/8fc4121f/work.js,23,23,,inter-file,custom-effective,container-field,false,hand-authored
c-8ff52603,vulnerable,vuln,1,go,,CWE-78,,CWE-78;CWE-77;CWE-88,A03,high,tier1/go/8ff52603/work.go,11,11,tier1/go/8ff52603/main.go:11:11,inter-file,none,collection,false,hand-authored
c-90408c37,safe,vuln,1,javascript,express,CWE-22,unvalidated-join,CWE-22;CWE-23;CWE-35;CWE-36,A01,high,tier1/javascript/90408c37/reader.js,11,11,tier1/javascript/90408c37/route.js:3:3,inter-file,custom-effective,none,false,generated
c-90416a7a,vulnerable,secret,1,python,,CWE-798,vcs-token,CWE-798;CWE-259;CWE-321,A07,critical,tier1/python/90416a7a/ci.py,1,1,,intra-procedural,none,none,false,generated
c-90fef897,vulnerable,vuln,1,python,,CWE-611,entities-enabled,CWE-611;CWE-827;CWE-776,A05,high,tier1/python/90fef897/parser.py,6,6,,intra-procedural,none,none,false,generated
c-919c959f,safe,vuln,1,python,,CWE-611,entities-enabled,CWE-611;CWE-827;CWE-776,A05,high,tier1/python/919c959f/parser.py,6,6,,intra-procedural,custom-effective,none,false,generated
c-92c0bfd5,safe,vuln,1,php,,CWE-502,unserialize-untrusted,CWE-502;CWE-915,A08,high,tier1/php/92c0bfd5/work.php,4,4,tier1/php/92c0bfd5/handler.php:5:5,inter-file,custom-effective,none,false,generated
